epoch,step,train/lr,train/lr_max,train/lr_min
0,49,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,99,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,149,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,199,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,249,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,299,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,349,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,399,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,449,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,499,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,549,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,599,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,649,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,699,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
0,749,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06
